colour	x	y	showSelected1	fill
#619CFF	2	43.4	Mathematics	#619CFF
#619CFF	2	52.9	Mathematics	#619CFF
#619CFF	2	46	Mathematics	#619CFF
#619CFF	8	60.3	Mathematics	#619CFF
#619CFF	10	57.4	Mathematics	#619CFF
#619CFF	20	87.7	Mathematics	#619CFF
#619CFF	10	58.9	Mathematics	#619CFF
#619CFF	9	63.7	Mathematics	#619CFF
#619CFF	15	67.6	Mathematics	#619CFF
#619CFF	9	56.3	Mathematics	#619CFF
#619CFF	9	52.5	Mathematics	#619CFF
#619CFF	10	59.4	Mathematics	#619CFF
#619CFF	4	50.6	Mathematics	#619CFF
#619CFF	13	59.7	Mathematics	#619CFF
#619CFF	10	70.1	Mathematics	#619CFF
#619CFF	22	85.7	Mathematics	#619CFF
#619CFF	10	52.9	Mathematics	#619CFF
#619CFF	10	58.3	Mathematics	#619CFF
#619CFF	14	62.3	Mathematics	#619CFF
#619CFF	18	76.1	Mathematics	#619CFF
#619CFF	17	76.1	Mathematics	#619CFF
#619CFF	12	72.5	Mathematics	#619CFF
#F564E3	12	68	Physics	#F564E3
#F564E3	14	73.5	Physics	#F564E3
#F564E3	12	61.1	Physics	#F564E3
#F564E3	5	56	Physics	#F564E3
#F564E3	16	72	Physics	#F564E3
#F564E3	11	70.7	Physics	#F564E3
#F564E3	13	68.2	Physics	#F564E3
#F564E3	14	58.9	Physics	#F564E3
#F564E3	6	53.5	Physics	#F564E3
#F564E3	9	54.8	Physics	#F564E3
#F564E3	5	43.8	Physics	#F564E3
#F564E3	8	65.4	Physics	#F564E3
#F564E3	13	71.9	Physics	#F564E3
#F564E3	12	67.7	Physics	#F564E3
#F564E3	3	38.4	Physics	#F564E3
#F564E3	11	59.7	Physics	#F564E3
#F564E3	4	52.7	Physics	#F564E3
#F564E3	21	76.5	Physics	#F564E3
#F564E3	3	49.6	Physics	#F564E3
#F564E3	2	44	Physics	#F564E3
#F564E3	17	78.7	Physics	#F564E3
#F564E3	4	60.5	Physics	#F564E3
#F564E3	17	70.5	Physics	#F564E3
#F564E3	11	60.7	Physics	#F564E3
#F564E3	10	62.4	Physics	#F564E3
#F564E3	7	52.4	Physics	#F564E3
#F564E3	12	65.9	Physics	#F564E3
#F564E3	15	75.2	Physics	#F564E3
#F564E3	4	46.8	Physics	#F564E3
#F564E3	7	61.2	Physics	#F564E3
#F564E3	5	43.5	Physics	#F564E3
#F564E3	11	65.1	Physics	#F564E3
#F564E3	4	51.3	Physics	#F564E3
#F564E3	13	75.6	Physics	#F564E3
#F564E3	5	49.9	Physics	#F564E3
#F564E3	17	65.1	Physics	#F564E3
#F564E3	11	71.8	Physics	#F564E3
#F564E3	10	60.2	Physics	#F564E3
#F564E3	10	65.8	Physics	#F564E3
#F564E3	7	61.2	Physics	#F564E3
#F564E3	10	53.6	Physics	#F564E3
#F564E3	8	56.4	Physics	#F564E3
#F564E3	12	72.2	Physics	#F564E3
#F564E3	12	79.5	Physics	#F564E3
#F564E3	2	44.7	Physics	#F564E3
#F564E3	20	64.7	Physics	#F564E3
#F564E3	15	65.3	Physics	#F564E3
#F564E3	15	68	Physics	#F564E3
#F564E3	14	74.6	Physics	#F564E3
#F564E3	16	80.4	Physics	#F564E3
#B79F00	15	72.7	Chemistry	#B79F00
#B79F00	12	71.9	Chemistry	#B79F00
#B79F00	14	72.6	Chemistry	#B79F00
#B79F00	9	61.7	Chemistry	#B79F00
#B79F00	16	81.1	Chemistry	#B79F00
#B79F00	21	74.9	Chemistry	#B79F00
#B79F00	15	68.9	Chemistry	#B79F00
#B79F00	11	63.5	Chemistry	#B79F00
#B79F00	7	45.8	Chemistry	#B79F00
#B79F00	15	64.6	Chemistry	#B79F00
#B79F00	9	42.3	Chemistry	#B79F00
#B79F00	7	67.9	Chemistry	#B79F00
#B79F00	11	63.2	Chemistry	#B79F00
#B79F00	8	65.9	Chemistry	#B79F00
#B79F00	2	33.3	Chemistry	#B79F00
#B79F00	5	58.5	Chemistry	#B79F00
#B79F00	7	52.9	Chemistry	#B79F00
#B79F00	12	69.9	Chemistry	#B79F00
#B79F00	3	33.4	Chemistry	#B79F00
#B79F00	5	42.5	Chemistry	#B79F00
#B79F00	15	73	Chemistry	#B79F00
#B79F00	10	70.9	Chemistry	#B79F00
#B79F00	11	72.4	Chemistry	#B79F00
#B79F00	13	61.8	Chemistry	#B79F00
#B79F00	12	66.2	Chemistry	#B79F00
#B79F00	2	52.9	Chemistry	#B79F00
#B79F00	6	56.9	Chemistry	#B79F00
#B79F00	14	65.4	Chemistry	#B79F00
#B79F00	5	46	Chemistry	#B79F00
#B79F00	15	66.4	Chemistry	#B79F00
#B79F00	5	50.3	Chemistry	#B79F00
#B79F00	14	67.7	Chemistry	#B79F00
#B79F00	10	58.1	Chemistry	#B79F00
#B79F00	13	73.2	Chemistry	#B79F00
#B79F00	11	60.3	Chemistry	#B79F00
#B79F00	10	63.2	Chemistry	#B79F00
#B79F00	9	59.1	Chemistry	#B79F00
#B79F00	8	59.1	Chemistry	#B79F00
#B79F00	9	61	Chemistry	#B79F00
#B79F00	12	66.9	Chemistry	#B79F00
#B79F00	10	58.3	Chemistry	#B79F00
#B79F00	10	60.2	Chemistry	#B79F00
#B79F00	17	76.8	Chemistry	#B79F00
#B79F00	20	86.1	Chemistry	#B79F00
#B79F00	8	47.4	Chemistry	#B79F00
#B79F00	16	80.7	Chemistry	#B79F00
#B79F00	12	72.4	Chemistry	#B79F00
#B79F00	17	76.4	Chemistry	#B79F00
#B79F00	15	66.1	Chemistry	#B79F00
#B79F00	21	89.3	Chemistry	#B79F00
#F8766D	11	74.9	Biology	#F8766D
#F8766D	17	69.7	Biology	#F8766D
#F8766D	16	70.4	Biology	#F8766D
#F8766D	9	61.8	Biology	#F8766D
#F8766D	18	71.2	Biology	#F8766D
#F8766D	20	84.8	Biology	#F8766D
#F8766D	14	65.9	Biology	#F8766D
#F8766D	7	62	Biology	#F8766D
#F8766D	8	55	Biology	#F8766D
#F8766D	12	62	Biology	#F8766D
#F8766D	5	46.3	Biology	#F8766D
#F8766D	13	75.6	Biology	#F8766D
#F8766D	12	73	Biology	#F8766D
#F8766D	4	63.4	Biology	#F8766D
#F8766D	2	33.8	Biology	#F8766D
#F8766D	8	63.9	Biology	#F8766D
#F8766D	8	59.2	Biology	#F8766D
#F8766D	10	65.3	Biology	#F8766D
#F8766D	2	46.5	Biology	#F8766D
#F8766D	6	45.2	Biology	#F8766D
#F8766D	15	72.5	Biology	#F8766D
#F8766D	15	66.5	Biology	#F8766D
#F8766D	17	76	Biology	#F8766D
#F8766D	16	67	Biology	#F8766D
#F8766D	9	66.7	Biology	#F8766D
#F8766D	8	56.6	Biology	#F8766D
#F8766D	14	63.4	Biology	#F8766D
#F8766D	9	71.8	Biology	#F8766D
#F8766D	8	39.7	Biology	#F8766D
#F8766D	10	59.8	Biology	#F8766D
#F8766D	8	52.7	Biology	#F8766D
#F8766D	6	56.1	Biology	#F8766D
#F8766D	4	60.1	Biology	#F8766D
#F8766D	19	82.3	Biology	#F8766D
#F8766D	10	56.6	Biology	#F8766D
#F8766D	12	71.7	Biology	#F8766D
#F8766D	8	66.7	Biology	#F8766D
#F8766D	7	54.6	Biology	#F8766D
#F8766D	16	66.6	Biology	#F8766D
#F8766D	15	65.7	Biology	#F8766D
#F8766D	4	49.2	Biology	#F8766D
#F8766D	20	76.7	Biology	#F8766D
#F8766D	17	81.9	Biology	#F8766D
#F8766D	21	76.7	Biology	#F8766D
#F8766D	10	58.8	Biology	#F8766D
#F8766D	14	75.4	Biology	#F8766D
#F8766D	18	75	Biology	#F8766D
#F8766D	15	75.1	Biology	#F8766D
#F8766D	13	84.3	Biology	#F8766D
#F8766D	22	80.9	Biology	#F8766D
#00BA38	19	79.5	English	#00BA38
#00BA38	23	72.8	English	#00BA38
#00BA38	14	75.2	English	#00BA38
#00BA38	10	64.1	English	#00BA38
#00BA38	17	71.5	English	#00BA38
#00BA38	15	83.1	English	#00BA38
#00BA38	12	81	English	#00BA38
#00BA38	8	62.7	English	#00BA38
#00BA38	12	53.9	English	#00BA38
#00BA38	5	54.4	English	#00BA38
#00BA38	8	45.6	English	#00BA38
#00BA38	11	65.7	English	#00BA38
#00BA38	14	73.2	English	#00BA38
#00BA38	17	72.1	English	#00BA38
#00BA38	6	37.3	English	#00BA38
#00BA38	14	64.8	English	#00BA38
#00BA38	13	64.5	English	#00BA38
#00BA38	10	72	English	#00BA38
#00BA38	5	48.2	English	#00BA38
#00BA38	2	48.1	English	#00BA38
#00BA38	21	84.9	English	#00BA38
#00BA38	18	74.8	English	#00BA38
#00BA38	11	77.4	English	#00BA38
#00BA38	12	61.6	English	#00BA38
#00BA38	13	80.1	English	#00BA38
#00BA38	16	63	English	#00BA38
#00BA38	10	63.7	English	#00BA38
#00BA38	15	76.1	English	#00BA38
#00BA38	7	47.5	English	#00BA38
#00BA38	11	63.8	English	#00BA38
#00BA38	11	57.7	English	#00BA38
#00BA38	4	55.1	English	#00BA38
#00BA38	14	61	English	#00BA38
#00BA38	19	81.2	English	#00BA38
#00BA38	11	66.3	English	#00BA38
#00BA38	13	74.8	English	#00BA38
#00BA38	8	73.7	English	#00BA38
#00BA38	7	70.3	English	#00BA38
#00BA38	8	65.5	English	#00BA38
#00BA38	9	76.9	English	#00BA38
#00BA38	14	57.3	English	#00BA38
#00BA38	18	75.2	English	#00BA38
#00BA38	12	70.3	English	#00BA38
#00BA38	20	82.6	English	#00BA38
#00BA38	13	61	English	#00BA38
#00BA38	15	59.8	English	#00BA38
#00BA38	10	72	English	#00BA38
#00BA38	17	86.1	English	#00BA38
#00BA38	23	80.7	English	#00BA38
#00BA38	15	87.6	English	#00BA38
#00BFC4	19	81.2	History	#00BFC4
#00BFC4	16	70.7	History	#00BFC4
#00BFC4	11	60	History	#00BFC4
#00BFC4	10	67.9	History	#00BFC4
#00BFC4	20	85.5	History	#00BFC4
#00BFC4	17	81.9	History	#00BFC4
#00BFC4	12	71	History	#00BFC4
#00BFC4	9	66.5	History	#00BFC4
#00BFC4	8	56.9	History	#00BFC4
#00BFC4	14	67.3	History	#00BFC4
#00BFC4	4	51.9	History	#00BFC4
#00BFC4	10	72.5	History	#00BFC4
#00BFC4	13	71.3	History	#00BFC4
#00BFC4	19	75.1	History	#00BFC4
#00BFC4	2	35.8	History	#00BFC4
#00BFC4	10	63.9	History	#00BFC4
#00BFC4	11	62.8	History	#00BFC4
#00BFC4	14	74.6	History	#00BFC4
#00BFC4	6	53	History	#00BFC4
#00BFC4	3	50.9	History	#00BFC4
#00BFC4	18	81.3	History	#00BFC4
#00BFC4	19	75.2	History	#00BFC4
#00BFC4	16	84.5	History	#00BFC4
#00BFC4	11	67.2	History	#00BFC4
#00BFC4	14	70.4	History	#00BFC4
#00BFC4	5	51.6	History	#00BFC4
#00BFC4	13	59.6	History	#00BFC4
#00BFC4	17	79.9	History	#00BFC4
#00BFC4	12	53.3	History	#00BFC4
#00BFC4	14	75.5	History	#00BFC4
#00BFC4	10	51.3	History	#00BFC4
#00BFC4	18	71.3	History	#00BFC4
#00BFC4	11	57.6	History	#00BFC4
#00BFC4	16	85.4	History	#00BFC4
#00BFC4	14	74.9	History	#00BFC4
#00BFC4	13	73.9	History	#00BFC4
#00BFC4	18	79.1	History	#00BFC4
#00BFC4	11	65	History	#00BFC4
#00BFC4	9	59	History	#00BFC4
#00BFC4	12	69.9	History	#00BFC4
#00BFC4	8	56	History	#00BFC4
#00BFC4	12	75.2	History	#00BFC4
#00BFC4	14	69.4	History	#00BFC4
#00BFC4	19	86.9	History	#00BFC4
#00BFC4	10	58.9	History	#00BFC4
#00BFC4	17	76.5	History	#00BFC4
#00BFC4	17	72.1	History	#00BFC4
#00BFC4	20	77.7	History	#00BFC4
#00BFC4	14	70.6	History	#00BFC4
#00BFC4	21	91.5	History	#00BFC4
#619CFF	21	81.2	Mathematics	#619CFF
#619CFF	12	75	Mathematics	#619CFF
#619CFF	10	52.2	Mathematics	#619CFF
#619CFF	13	63.8	Mathematics	#619CFF
#619CFF	15	71	Mathematics	#619CFF
#619CFF	8	68	Mathematics	#619CFF
#619CFF	18	70.2	Mathematics	#619CFF
#619CFF	9	60.8	Mathematics	#619CFF
#619CFF	7	51.1	Mathematics	#619CFF
#619CFF	8	56.7	Mathematics	#619CFF
#619CFF	2	51.5	Mathematics	#619CFF
#619CFF	11	63.6	Mathematics	#619CFF
#619CFF	17	75	Mathematics	#619CFF
#619CFF	5	56.3	Mathematics	#619CFF
#619CFF	2	38.2	Mathematics	#619CFF
#619CFF	10	59.8	Mathematics	#619CFF
#619CFF	6	51.9	Mathematics	#619CFF
#619CFF	14	69.3	Mathematics	#619CFF
#619CFF	3	38	Mathematics	#619CFF
#619CFF	2	34.8	Mathematics	#619CFF
#619CFF	18	79.3	Mathematics	#619CFF
#619CFF	8	63.3	Mathematics	#619CFF
#619CFF	14	68.1	Mathematics	#619CFF
#619CFF	14	59.5	Mathematics	#619CFF
#619CFF	13	69.5	Mathematics	#619CFF
#619CFF	4	48.7	Mathematics	#619CFF
#619CFF	13	63	Mathematics	#619CFF
#619CFF	14	75.6	Mathematics	#619CFF
#619CFF	5	38.2	Mathematics	#619CFF
#619CFF	12	51.9	Mathematics	#619CFF
#619CFF	4	41.7	Mathematics	#619CFF
#619CFF	13	60.9	Mathematics	#619CFF
#619CFF	8	56.2	Mathematics	#619CFF
#619CFF	9	66.4	Mathematics	#619CFF
#619CFF	5	51.3	Mathematics	#619CFF
#619CFF	15	68.5	Mathematics	#619CFF
#619CFF	17	66.6	Mathematics	#619CFF
#619CFF	5	48.3	Mathematics	#619CFF
#619CFF	8	52.9	Mathematics	#619CFF
#619CFF	11	65.7	Mathematics	#619CFF
#619CFF	6	49.6	Mathematics	#619CFF
#619CFF	12	67	Mathematics	#619CFF
#619CFF	13	66.3	Mathematics	#619CFF
#619CFF	10	76.8	Mathematics	#619CFF
#619CFF	10	53.9	Mathematics	#619CFF
#619CFF	12	69.6	Mathematics	#619CFF
#619CFF	8	56.3	Mathematics	#619CFF
#619CFF	13	67.4	Mathematics	#619CFF
#619CFF	8	62.3	Mathematics	#619CFF
#619CFF	21	86.3	Mathematics	#619CFF
#F564E3	16	74.6	Physics	#F564E3
#F564E3	8	67.2	Physics	#F564E3
#F564E3	11	59.4	Physics	#F564E3
#F564E3	9	61	Physics	#F564E3
#F564E3	14	75.6	Physics	#F564E3
#F564E3	12	74.2	Physics	#F564E3
#F564E3	7	66	Physics	#F564E3
#F564E3	8	56.7	Physics	#F564E3
#F564E3	9	54.7	Physics	#F564E3
#F564E3	4	50.6	Physics	#F564E3
#F564E3	7	50.8	Physics	#F564E3
#F564E3	13	72.9	Physics	#F564E3
#F564E3	10	67.7	Physics	#F564E3
#F564E3	16	66.6	Physics	#F564E3
#F564E3	2	34.1	Physics	#F564E3
#F564E3	17	59.8	Physics	#F564E3
#F564E3	14	59.7	Physics	#F564E3
#F564E3	11	66	Physics	#F564E3
#F564E3	6	41.3	Physics	#F564E3
#F564E3	3	45.9	Physics	#F564E3
#F564E3	19	76	Physics	#F564E3
#F564E3	18	65.9	Physics	#F564E3
#F564E3	7	66.7	Physics	#F564E3
#F564E3	8	61.6	Physics	#F564E3
#F564E3	11	68.7	Physics	#F564E3
#F564E3	7	48.5	Physics	#F564E3
#F564E3	17	58.6	Physics	#F564E3
#F564E3	13	80.6	Physics	#F564E3
#F564E3	8	53	Physics	#F564E3
#F564E3	10	62.5	Physics	#F564E3
#F564E3	10	46.9	Physics	#F564E3
#F564E3	7	56.8	Physics	#F564E3
#F564E3	12	61.7	Physics	#F564E3
#F564E3	13	71.6	Physics	#F564E3
#F564E3	7	54.6	Physics	#F564E3
#F564E3	18	66.1	Physics	#F564E3
#F564E3	17	75.9	Physics	#F564E3
#F564E3	8	53.6	Physics	#F564E3
#F564E3	12	64.7	Physics	#F564E3
#F564E3	18	69	Physics	#F564E3
#F564E3	9	46.8	Physics	#F564E3
#F564E3	11	70.2	Physics	#F564E3
#F564E3	7	70.4	Physics	#F564E3
#F564E3	18	83	Physics	#F564E3
#F564E3	5	54	Physics	#F564E3
#F564E3	9	71.7	Physics	#F564E3
#F564E3	9	71.1	Physics	#F564E3
#F564E3	9	65.3	Physics	#F564E3
#F564E3	12	63.3	Physics	#F564E3
#F564E3	16	82.4	Physics	#F564E3
#B79F00	16	78.8	Chemistry	#B79F00
#B79F00	15	72	Chemistry	#B79F00
#B79F00	14	64.6	Chemistry	#B79F00
#B79F00	7	62.5	Chemistry	#B79F00
#B79F00	23	88.9	Chemistry	#B79F00
#B79F00	16	77.3	Chemistry	#B79F00
#B79F00	15	74.1	Chemistry	#B79F00
#B79F00	13	61.4	Chemistry	#B79F00
#B79F00	12	57.5	Chemistry	#B79F00
#B79F00	8	59.8	Chemistry	#B79F00
#B79F00	3	50.4	Chemistry	#B79F00
#B79F00	15	70.3	Chemistry	#B79F00
#B79F00	18	69.5	Chemistry	#B79F00
#B79F00	9	60	Chemistry	#B79F00
#B79F00	2	32.3	Chemistry	#B79F00
#B79F00	17	67.4	Chemistry	#B79F00
#B79F00	6	54.7	Chemistry	#B79F00
#B79F00	18	71.2	Chemistry	#B79F00
#B79F00	7	48.7	Chemistry	#B79F00
#B79F00	2	52.9	Chemistry	#B79F00
#B79F00	17	68.2	Chemistry	#B79F00
#B79F00	12	66.7	Chemistry	#B79F00
#B79F00	17	82.2	Chemistry	#B79F00
#B79F00	14	66.1	Chemistry	#B79F00
#B79F00	17	76.8	Chemistry	#B79F00
#B79F00	11	54.2	Chemistry	#B79F00
#B79F00	9	63.9	Chemistry	#B79F00
#B79F00	15	72.9	Chemistry	#B79F00
#B79F00	10	49.1	Chemistry	#B79F00
#B79F00	10	60.8	Chemistry	#B79F00
#B79F00	6	59.3	Chemistry	#B79F00
#B79F00	14	63.6	Chemistry	#B79F00
#B79F00	13	65	Chemistry	#B79F00
#B79F00	15	78.9	Chemistry	#B79F00
#B79F00	10	61	Chemistry	#B79F00
#B79F00	21	77.8	Chemistry	#B79F00
#B79F00	6	66.9	Chemistry	#B79F00
#B79F00	12	60.1	Chemistry	#B79F00
#B79F00	16	65.6	Chemistry	#B79F00
#B79F00	13	72.2	Chemistry	#B79F00
#B79F00	9	48.9	Chemistry	#B79F00
#B79F00	12	71.3	Chemistry	#B79F00
#B79F00	10	68.4	Chemistry	#B79F00
#B79F00	20	86.1	Chemistry	#B79F00
#B79F00	2	49.5	Chemistry	#B79F00
#B79F00	12	65	Chemistry	#B79F00
#B79F00	18	66.7	Chemistry	#B79F00
#B79F00	10	66.4	Chemistry	#B79F00
#B79F00	18	73.5	Chemistry	#B79F00
#B79F00	16	76.1	Chemistry	#B79F00
#F8766D	20	80.4	Biology	#F8766D
#F8766D	8	74.1	Biology	#F8766D
#F8766D	11	63.1	Biology	#F8766D
#F8766D	13	61.8	Biology	#F8766D
#F8766D	13	76.9	Biology	#F8766D
#F8766D	14	86.5	Biology	#F8766D
#F8766D	23	85.9	Biology	#F8766D
#F8766D	9	64.8	Biology	#F8766D
#F8766D	6	55.6	Biology	#F8766D
#F8766D	4	54	Biology	#F8766D
#F8766D	10	51.9	Biology	#F8766D
#F8766D	16	72.6	Biology	#F8766D
#F8766D	19	73	Biology	#F8766D
#F8766D	19	75.9	Biology	#F8766D
#F8766D	2	33.3	Biology	#F8766D
#F8766D	11	60.8	Biology	#F8766D
#F8766D	8	56.4	Biology	#F8766D
#F8766D	15	80.2	Biology	#F8766D
#F8766D	5	49.8	Biology	#F8766D
#F8766D	3	47.5	Biology	#F8766D
#F8766D	20	80.5	Biology	#F8766D
#F8766D	10	70.6	Biology	#F8766D
#F8766D	17	78.2	Biology	#F8766D
#F8766D	9	65	Biology	#F8766D
#F8766D	17	79.7	Biology	#F8766D
#F8766D	5	55.7	Biology	#F8766D
#F8766D	16	71.5	Biology	#F8766D
#F8766D	15	70.2	Biology	#F8766D
#F8766D	6	54.7	Biology	#F8766D
#F8766D	10	64.7	Biology	#F8766D
#F8766D	8	55.1	Biology	#F8766D
#F8766D	8	63.6	Biology	#F8766D
#F8766D	11	64.1	Biology	#F8766D
#F8766D	19	85.4	Biology	#F8766D
#F8766D	11	59	Biology	#F8766D
#F8766D	17	78.3	Biology	#F8766D
#F8766D	13	70.7	Biology	#F8766D
#F8766D	15	59.8	Biology	#F8766D
#F8766D	9	65.2	Biology	#F8766D
#F8766D	14	71.5	Biology	#F8766D
#F8766D	14	56.8	Biology	#F8766D
#F8766D	7	62	Biology	#F8766D
#F8766D	15	74.6	Biology	#F8766D
#F8766D	26	97.5	Biology	#F8766D
#F8766D	2	48.1	Biology	#F8766D
#F8766D	16	62.8	Biology	#F8766D
#F8766D	16	78	Biology	#F8766D
#F8766D	20	76.4	Biology	#F8766D
#F8766D	19	67.1	Biology	#F8766D
#F8766D	16	88.5	Biology	#F8766D
#00BA38	19	77.8	English	#00BA38
#00BA38	16	78.5	English	#00BA38
#00BA38	10	66.7	English	#00BA38
#00BA38	15	75.2	English	#00BA38
#00BA38	20	80.6	English	#00BA38
#00BA38	12	80.2	English	#00BA38
#00BA38	14	76.1	English	#00BA38
#00BA38	17	69.2	English	#00BA38
#00BA38	9	56.6	English	#00BA38
#00BA38	13	56.3	English	#00BA38
#00BA38	5	55.2	English	#00BA38
#00BA38	13	78	English	#00BA38
#00BA38	14	78.3	English	#00BA38
#00BA38	19	73.4	English	#00BA38
#00BA38	7	31	English	#00BA38
#00BA38	10	68.3	English	#00BA38
#00BA38	6	48.1	English	#00BA38
#00BA38	17	73.8	English	#00BA38
#00BA38	5	56.1	English	#00BA38
#00BA38	16	55.9	English	#00BA38
#00BA38	18	88.5	English	#00BA38
#00BA38	9	75.4	English	#00BA38
#00BA38	15	77.8	English	#00BA38
#00BA38	16	73.7	English	#00BA38
#00BA38	17	78.6	English	#00BA38
#00BA38	16	57.3	English	#00BA38
#00BA38	12	68.4	English	#00BA38
#00BA38	17	82	English	#00BA38
#00BA38	7	53.6	English	#00BA38
#00BA38	11	65.1	English	#00BA38
#00BA38	12	58.3	English	#00BA38
#00BA38	12	79	English	#00BA38
#00BA38	10	64.1	English	#00BA38
#00BA38	22	79.7	English	#00BA38
#00BA38	10	67.7	English	#00BA38
#00BA38	15	80.1	English	#00BA38
#00BA38	13	67.7	English	#00BA38
#00BA38	21	72.5	English	#00BA38
#00BA38	13	64.7	English	#00BA38
#00BA38	11	74.3	English	#00BA38
#00BA38	10	66.3	English	#00BA38
#00BA38	8	68.3	English	#00BA38
#00BA38	13	80.8	English	#00BA38
#00BA38	12	93.1	English	#00BA38
#00BA38	16	64.7	English	#00BA38
#00BA38	14	71.1	English	#00BA38
#00BA38	13	72.6	English	#00BA38
#00BA38	14	70.9	English	#00BA38
#00BA38	18	71.4	English	#00BA38
#00BA38	20	89.1	English	#00BA38
#00BFC4	13	75.2	History	#00BFC4
#00BFC4	17	79.6	History	#00BFC4
#00BFC4	9	61.8	History	#00BFC4
#00BFC4	18	74.1	History	#00BFC4
#00BFC4	15	77.8	History	#00BFC4
#00BFC4	24	81.7	History	#00BFC4
#00BFC4	14	71.3	History	#00BFC4
#00BFC4	14	70.2	History	#00BFC4
#00BFC4	10	62	History	#00BFC4
#00BFC4	10	62.3	History	#00BFC4
#00BFC4	10	56.8	History	#00BFC4
#00BFC4	12	79.1	History	#00BFC4
#00BFC4	19	76.7	History	#00BFC4
#00BFC4	18	73.5	History	#00BFC4
#00BFC4	3	51	History	#00BFC4
#00BFC4	13	71.8	History	#00BFC4
#00BFC4	14	65.9	History	#00BFC4
#00BFC4	19	73.6	History	#00BFC4
#00BFC4	7	47.9	History	#00BFC4
#00BFC4	6	45.4	History	#00BFC4
#00BFC4	27	93.1	History	#00BFC4
#00BFC4	9	75.6	History	#00BFC4
#00BFC4	11	76.5	History	#00BFC4
#00BFC4	15	66.8	History	#00BFC4
#00BFC4	13	73.9	History	#00BFC4
#00BFC4	10	64.3	History	#00BFC4
#00BFC4	14	70.9	History	#00BFC4
#00BFC4	14	79.3	History	#00BFC4
#00BFC4	4	49.7	History	#00BFC4
#00BFC4	15	71.4	History	#00BFC4
#00BFC4	12	59.8	History	#00BFC4
#00BFC4	10	68.3	History	#00BFC4
#00BFC4	9	65.4	History	#00BFC4
#00BFC4	22	84	History	#00BFC4
#00BFC4	12	66.3	History	#00BFC4
#00BFC4	17	70.4	History	#00BFC4
#00BFC4	13	72.4	History	#00BFC4
#00BFC4	12	62.5	History	#00BFC4
#00BFC4	10	61.2	History	#00BFC4
#00BFC4	18	67.5	History	#00BFC4
#00BFC4	11	70.8	History	#00BFC4
#00BFC4	14	72.9	History	#00BFC4
#00BFC4	16	80.2	History	#00BFC4
#00BFC4	19	94.2	History	#00BFC4
#00BFC4	10	55.3	History	#00BFC4
#00BFC4	8	71.8	History	#00BFC4
#00BFC4	14	68.3	History	#00BFC4
#00BFC4	17	69.1	History	#00BFC4
#00BFC4	14	77.6	History	#00BFC4
#00BFC4	20	91.9	History	#00BFC4
#619CFF	20	77.1	Mathematics	#619CFF
#619CFF	15	75	Mathematics	#619CFF
#619CFF	2	52.8	Mathematics	#619CFF
#619CFF	13	62.4	Mathematics	#619CFF
#619CFF	11	71.7	Mathematics	#619CFF
#619CFF	15	77.4	Mathematics	#619CFF
#619CFF	14	76.4	Mathematics	#619CFF
#619CFF	11	62.6	Mathematics	#619CFF
#619CFF	7	53.7	Mathematics	#619CFF
#619CFF	7	52.3	Mathematics	#619CFF
#619CFF	2	42.5	Mathematics	#619CFF
#619CFF	10	66.2	Mathematics	#619CFF
#619CFF	13	66	Mathematics	#619CFF
#619CFF	11	59.6	Mathematics	#619CFF
#619CFF	5	32.1	Mathematics	#619CFF
#619CFF	13	69.4	Mathematics	#619CFF
#619CFF	10	53.5	Mathematics	#619CFF
#619CFF	13	66.5	Mathematics	#619CFF
#619CFF	3	47.2	Mathematics	#619CFF
#619CFF	8	49.7	Mathematics	#619CFF
#619CFF	16	76	Mathematics	#619CFF
#619CFF	12	71.4	Mathematics	#619CFF
#619CFF	14	87.6	Mathematics	#619CFF
#619CFF	12	67.9	Mathematics	#619CFF
#619CFF	6	69.3	Mathematics	#619CFF
#619CFF	4	56.6	Mathematics	#619CFF
#619CFF	7	62.4	Mathematics	#619CFF
#619CFF	14	74.3	Mathematics	#619CFF
#619CFF	2	40.9	Mathematics	#619CFF
#619CFF	11	58.4	Mathematics	#619CFF
#619CFF	10	49	Mathematics	#619CFF
#619CFF	9	55.4	Mathematics	#619CFF
#619CFF	14	65.8	Mathematics	#619CFF
#619CFF	23	73.5	Mathematics	#619CFF
#619CFF	13	71.2	Mathematics	#619CFF
#619CFF	16	75.6	Mathematics	#619CFF
#619CFF	16	78.4	Mathematics	#619CFF
#619CFF	8	50.1	Mathematics	#619CFF
#619CFF	7	57.3	Mathematics	#619CFF
#619CFF	8	72.5	Mathematics	#619CFF
#619CFF	6	56.4	Mathematics	#619CFF
#619CFF	8	52.6	Mathematics	#619CFF
#619CFF	14	73.2	Mathematics	#619CFF
#619CFF	14	79.6	Mathematics	#619CFF
#619CFF	12	55	Mathematics	#619CFF
#619CFF	9	76.6	Mathematics	#619CFF
#619CFF	13	71.1	Mathematics	#619CFF
#619CFF	10	65.6	Mathematics	#619CFF
#619CFF	13	73.8	Mathematics	#619CFF
#619CFF	18	81.2	Mathematics	#619CFF
#F564E3	22	81.4	Physics	#F564E3
#F564E3	21	76.7	Physics	#F564E3
#F564E3	16	64.1	Physics	#F564E3
#F564E3	15	76.1	Physics	#F564E3
#F564E3	13	80.7	Physics	#F564E3
#F564E3	20	83.6	Physics	#F564E3
#F564E3	9	77.1	Physics	#F564E3
#F564E3	12	75.5	Physics	#F564E3
