x	y	label	key	showSelected1
3	56.3	56	S038 Mathematics Sem3	S038
3	52.5	52	S039 Mathematics Sem3	S039
3	59.4	59	S040 Mathematics Sem3	S040
3	50.6	51	S041 Mathematics Sem3	S041
3	59.7	60	S042 Mathematics Sem3	S042
3	70.1	70	S043 Mathematics Sem3	S043
3	85.7	86	S044 Mathematics Sem3	S044
3	52.9	53	S045 Mathematics Sem3	S045
3	58.3	58	S046 Mathematics Sem3	S046
3	62.3	62	S047 Mathematics Sem3	S047
3	76.1	76	S048 Mathematics Sem3	S048
3	76.1	76	S049 Mathematics Sem3	S049
3	72.5	72	S050 Mathematics Sem3	S050
3	68	68	S001 Physics Sem3	S001
3	73.5	74	S002 Physics Sem3	S002
3	61.1	61	S003 Physics Sem3	S003
3	56	56	S004 Physics Sem3	S004
3	72	72	S005 Physics Sem3	S005
3	70.7	71	S006 Physics Sem3	S006
3	68.2	68	S007 Physics Sem3	S007
3	58.9	59	S008 Physics Sem3	S008
3	53.5	54	S009 Physics Sem3	S009
3	54.8	55	S010 Physics Sem3	S010
3	43.8	44	S011 Physics Sem3	S011
3	65.4	65	S012 Physics Sem3	S012
3	71.9	72	S013 Physics Sem3	S013
3	67.7	68	S014 Physics Sem3	S014
3	38.4	38	S015 Physics Sem3	S015
3	59.7	60	S016 Physics Sem3	S016
3	52.7	53	S017 Physics Sem3	S017
3	76.5	76	S018 Physics Sem3	S018
3	49.6	50	S019 Physics Sem3	S019
3	44	44	S020 Physics Sem3	S020
3	78.7	79	S021 Physics Sem3	S021
3	60.5	60	S022 Physics Sem3	S022
3	70.5	70	S023 Physics Sem3	S023
3	60.7	61	S024 Physics Sem3	S024
3	62.4	62	S025 Physics Sem3	S025
3	52.4	52	S026 Physics Sem3	S026
3	65.9	66	S027 Physics Sem3	S027
3	75.2	75	S028 Physics Sem3	S028
3	46.8	47	S029 Physics Sem3	S029
3	61.2	61	S030 Physics Sem3	S030
3	43.5	44	S031 Physics Sem3	S031
3	65.1	65	S032 Physics Sem3	S032
3	51.3	51	S033 Physics Sem3	S033
3	75.6	76	S034 Physics Sem3	S034
3	49.9	50	S035 Physics Sem3	S035
3	65.1	65	S036 Physics Sem3	S036
3	71.8	72	S037 Physics Sem3	S037
3	60.2	60	S038 Physics Sem3	S038
3	65.8	66	S039 Physics Sem3	S039
3	61.2	61	S040 Physics Sem3	S040
3	53.6	54	S041 Physics Sem3	S041
3	56.4	56	S042 Physics Sem3	S042
3	72.2	72	S043 Physics Sem3	S043
3	79.5	80	S044 Physics Sem3	S044
3	44.7	45	S045 Physics Sem3	S045
3	64.7	65	S046 Physics Sem3	S046
3	65.3	65	S047 Physics Sem3	S047
3	68	68	S048 Physics Sem3	S048
3	74.6	75	S049 Physics Sem3	S049
3	80.4	80	S050 Physics Sem3	S050
3	72.7	73	S001 Chemistry Sem3	S001
3	71.9	72	S002 Chemistry Sem3	S002
3	72.6	73	S003 Chemistry Sem3	S003
3	61.7	62	S004 Chemistry Sem3	S004
3	81.1	81	S005 Chemistry Sem3	S005
3	74.9	75	S006 Chemistry Sem3	S006
3	68.9	69	S007 Chemistry Sem3	S007
3	63.5	64	S008 Chemistry Sem3	S008
3	45.8	46	S009 Chemistry Sem3	S009
3	64.6	65	S010 Chemistry Sem3	S010
3	42.3	42	S011 Chemistry Sem3	S011
3	67.9	68	S012 Chemistry Sem3	S012
3	63.2	63	S013 Chemistry Sem3	S013
3	65.9	66	S014 Chemistry Sem3	S014
3	33.3	33	S015 Chemistry Sem3	S015
3	58.5	58	S016 Chemistry Sem3	S016
3	52.9	53	S017 Chemistry Sem3	S017
3	69.9	70	S018 Chemistry Sem3	S018
3	33.4	33	S019 Chemistry Sem3	S019
3	42.5	42	S020 Chemistry Sem3	S020
3	73	73	S021 Chemistry Sem3	S021
3	70.9	71	S022 Chemistry Sem3	S022
3	72.4	72	S023 Chemistry Sem3	S023
3	61.8	62	S024 Chemistry Sem3	S024
3	66.2	66	S025 Chemistry Sem3	S025
3	52.9	53	S026 Chemistry Sem3	S026
3	56.9	57	S027 Chemistry Sem3	S027
3	65.4	65	S028 Chemistry Sem3	S028
3	46	46	S029 Chemistry Sem3	S029
3	66.4	66	S030 Chemistry Sem3	S030
3	50.3	50	S031 Chemistry Sem3	S031
3	67.7	68	S032 Chemistry Sem3	S032
3	58.1	58	S033 Chemistry Sem3	S033
3	73.2	73	S034 Chemistry Sem3	S034
3	60.3	60	S035 Chemistry Sem3	S035
3	63.2	63	S036 Chemistry Sem3	S036
3	59.1	59	S037 Chemistry Sem3	S037
3	59.1	59	S038 Chemistry Sem3	S038
3	61	61	S039 Chemistry Sem3	S039
3	66.9	67	S040 Chemistry Sem3	S040
3	58.3	58	S041 Chemistry Sem3	S041
3	60.2	60	S042 Chemistry Sem3	S042
3	76.8	77	S043 Chemistry Sem3	S043
3	86.1	86	S044 Chemistry Sem3	S044
3	47.4	47	S045 Chemistry Sem3	S045
3	80.7	81	S046 Chemistry Sem3	S046
3	72.4	72	S047 Chemistry Sem3	S047
3	76.4	76	S048 Chemistry Sem3	S048
3	66.1	66	S049 Chemistry Sem3	S049
3	89.3	89	S050 Chemistry Sem3	S050
3	74.9	75	S001 Biology Sem3	S001
3	69.7	70	S002 Biology Sem3	S002
3	70.4	70	S003 Biology Sem3	S003
3	61.8	62	S004 Biology Sem3	S004
3	71.2	71	S005 Biology Sem3	S005
3	84.8	85	S006 Biology Sem3	S006
3	65.9	66	S007 Biology Sem3	S007
3	62	62	S008 Biology Sem3	S008
3	55	55	S009 Biology Sem3	S009
3	62	62	S010 Biology Sem3	S010
3	46.3	46	S011 Biology Sem3	S011
3	75.6	76	S012 Biology Sem3	S012
3	73	73	S013 Biology Sem3	S013
3	63.4	63	S014 Biology Sem3	S014
3	33.8	34	S015 Biology Sem3	S015
3	63.9	64	S016 Biology Sem3	S016
3	59.2	59	S017 Biology Sem3	S017
3	65.3	65	S018 Biology Sem3	S018
3	46.5	46	S019 Biology Sem3	S019
3	45.2	45	S020 Biology Sem3	S020
3	72.5	72	S021 Biology Sem3	S021
3	66.5	66	S022 Biology Sem3	S022
3	76	76	S023 Biology Sem3	S023
3	67	67	S024 Biology Sem3	S024
3	66.7	67	S025 Biology Sem3	S025
3	56.6	57	S026 Biology Sem3	S026
3	63.4	63	S027 Biology Sem3	S027
3	71.8	72	S028 Biology Sem3	S028
3	39.7	40	S029 Biology Sem3	S029
3	59.8	60	S030 Biology Sem3	S030
3	52.7	53	S031 Biology Sem3	S031
3	56.1	56	S032 Biology Sem3	S032
3	60.1	60	S033 Biology Sem3	S033
3	82.3	82	S034 Biology Sem3	S034
3	56.6	57	S035 Biology Sem3	S035
3	71.7	72	S036 Biology Sem3	S036
3	66.7	67	S037 Biology Sem3	S037
3	54.6	55	S038 Biology Sem3	S038
3	66.6	67	S039 Biology Sem3	S039
3	65.7	66	S040 Biology Sem3	S040
3	49.2	49	S041 Biology Sem3	S041
3	76.7	77	S042 Biology Sem3	S042
3	81.9	82	S043 Biology Sem3	S043
3	76.7	77	S044 Biology Sem3	S044
3	58.8	59	S045 Biology Sem3	S045
3	75.4	75	S046 Biology Sem3	S046
3	75	75	S047 Biology Sem3	S047
3	75.1	75	S048 Biology Sem3	S048
3	84.3	84	S049 Biology Sem3	S049
3	80.9	81	S050 Biology Sem3	S050
3	79.5	80	S001 English Sem3	S001
3	72.8	73	S002 English Sem3	S002
3	75.2	75	S003 English Sem3	S003
3	64.1	64	S004 English Sem3	S004
3	71.5	72	S005 English Sem3	S005
3	83.1	83	S006 English Sem3	S006
3	81	81	S007 English Sem3	S007
3	62.7	63	S008 English Sem3	S008
3	53.9	54	S009 English Sem3	S009
3	54.4	54	S010 English Sem3	S010
3	45.6	46	S011 English Sem3	S011
3	65.7	66	S012 English Sem3	S012
3	73.2	73	S013 English Sem3	S013
3	72.1	72	S014 English Sem3	S014
3	37.3	37	S015 English Sem3	S015
3	64.8	65	S016 English Sem3	S016
3	64.5	64	S017 English Sem3	S017
3	72	72	S018 English Sem3	S018
3	48.2	48	S019 English Sem3	S019
3	48.1	48	S020 English Sem3	S020
3	84.9	85	S021 English Sem3	S021
3	74.8	75	S022 English Sem3	S022
3	77.4	77	S023 English Sem3	S023
3	61.6	62	S024 English Sem3	S024
3	80.1	80	S025 English Sem3	S025
3	63	63	S026 English Sem3	S026
3	63.7	64	S027 English Sem3	S027
3	76.1	76	S028 English Sem3	S028
3	47.5	48	S029 English Sem3	S029
3	63.8	64	S030 English Sem3	S030
3	57.7	58	S031 English Sem3	S031
3	55.1	55	S032 English Sem3	S032
3	61	61	S033 English Sem3	S033
3	81.2	81	S034 English Sem3	S034
3	66.3	66	S035 English Sem3	S035
3	74.8	75	S036 English Sem3	S036
3	73.7	74	S037 English Sem3	S037
3	70.3	70	S038 English Sem3	S038
3	65.5	66	S039 English Sem3	S039
3	76.9	77	S040 English Sem3	S040
3	57.3	57	S041 English Sem3	S041
3	75.2	75	S042 English Sem3	S042
3	70.3	70	S043 English Sem3	S043
3	82.6	83	S044 English Sem3	S044
3	61	61	S045 English Sem3	S045
3	59.8	60	S046 English Sem3	S046
3	72	72	S047 English Sem3	S047
3	86.1	86	S048 English Sem3	S048
3	80.7	81	S049 English Sem3	S049
3	87.6	88	S050 English Sem3	S050
3	81.2	81	S001 History Sem3	S001
3	70.7	71	S002 History Sem3	S002
3	60	60	S003 History Sem3	S003
3	67.9	68	S004 History Sem3	S004
3	85.5	86	S005 History Sem3	S005
3	81.9	82	S006 History Sem3	S006
3	71	71	S007 History Sem3	S007
3	66.5	66	S008 History Sem3	S008
3	56.9	57	S009 History Sem3	S009
3	67.3	67	S010 History Sem3	S010
3	51.9	52	S011 History Sem3	S011
3	72.5	72	S012 History Sem3	S012
3	71.3	71	S013 History Sem3	S013
3	75.1	75	S014 History Sem3	S014
3	35.8	36	S015 History Sem3	S015
3	63.9	64	S016 History Sem3	S016
3	62.8	63	S017 History Sem3	S017
3	74.6	75	S018 History Sem3	S018
3	53	53	S019 History Sem3	S019
3	50.9	51	S020 History Sem3	S020
3	81.3	81	S021 History Sem3	S021
3	75.2	75	S022 History Sem3	S022
3	84.5	84	S023 History Sem3	S023
3	67.2	67	S024 History Sem3	S024
3	70.4	70	S025 History Sem3	S025
3	51.6	52	S026 History Sem3	S026
3	59.6	60	S027 History Sem3	S027
3	79.9	80	S028 History Sem3	S028
3	53.3	53	S029 History Sem3	S029
3	75.5	76	S030 History Sem3	S030
3	51.3	51	S031 History Sem3	S031
3	71.3	71	S032 History Sem3	S032
3	57.6	58	S033 History Sem3	S033
3	85.4	85	S034 History Sem3	S034
3	74.9	75	S035 History Sem3	S035
3	73.9	74	S036 History Sem3	S036
3	79.1	79	S037 History Sem3	S037
3	65	65	S038 History Sem3	S038
3	59	59	S039 History Sem3	S039
3	69.9	70	S040 History Sem3	S040
3	56	56	S041 History Sem3	S041
3	75.2	75	S042 History Sem3	S042
3	69.4	69	S043 History Sem3	S043
3	86.9	87	S044 History Sem3	S044
3	58.9	59	S045 History Sem3	S045
3	76.5	76	S046 History Sem3	S046
3	72.1	72	S047 History Sem3	S047
3	77.7	78	S048 History Sem3	S048
3	70.6	71	S049 History Sem3	S049
3	91.5	92	S050 History Sem3	S050
4	81.2	81	S001 Mathematics Sem4	S001
4	75	75	S002 Mathematics Sem4	S002
4	52.2	52	S003 Mathematics Sem4	S003
4	63.8	64	S004 Mathematics Sem4	S004
4	71	71	S005 Mathematics Sem4	S005
4	68	68	S006 Mathematics Sem4	S006
4	70.2	70	S007 Mathematics Sem4	S007
4	60.8	61	S008 Mathematics Sem4	S008
4	51.1	51	S009 Mathematics Sem4	S009
4	56.7	57	S010 Mathematics Sem4	S010
4	51.5	52	S011 Mathematics Sem4	S011
4	63.6	64	S012 Mathematics Sem4	S012
4	75	75	S013 Mathematics Sem4	S013
4	56.3	56	S014 Mathematics Sem4	S014
4	38.2	38	S015 Mathematics Sem4	S015
4	59.8	60	S016 Mathematics Sem4	S016
4	51.9	52	S017 Mathematics Sem4	S017
4	69.3	69	S018 Mathematics Sem4	S018
4	38	38	S019 Mathematics Sem4	S019
4	34.8	35	S020 Mathematics Sem4	S020
4	79.3	79	S021 Mathematics Sem4	S021
4	63.3	63	S022 Mathematics Sem4	S022
4	68.1	68	S023 Mathematics Sem4	S023
4	59.5	60	S024 Mathematics Sem4	S024
4	69.5	70	S025 Mathematics Sem4	S025
4	48.7	49	S026 Mathematics Sem4	S026
4	63	63	S027 Mathematics Sem4	S027
4	75.6	76	S028 Mathematics Sem4	S028
4	38.2	38	S029 Mathematics Sem4	S029
4	51.9	52	S030 Mathematics Sem4	S030
4	41.7	42	S031 Mathematics Sem4	S031
4	60.9	61	S032 Mathematics Sem4	S032
4	56.2	56	S033 Mathematics Sem4	S033
4	66.4	66	S034 Mathematics Sem4	S034
4	51.3	51	S035 Mathematics Sem4	S035
4	68.5	68	S036 Mathematics Sem4	S036
4	66.6	67	S037 Mathematics Sem4	S037
4	48.3	48	S038 Mathematics Sem4	S038
4	52.9	53	S039 Mathematics Sem4	S039
4	65.7	66	S040 Mathematics Sem4	S040
4	49.6	50	S041 Mathematics Sem4	S041
4	67	67	S042 Mathematics Sem4	S042
4	66.3	66	S043 Mathematics Sem4	S043
4	76.8	77	S044 Mathematics Sem4	S044
4	53.9	54	S045 Mathematics Sem4	S045
4	69.6	70	S046 Mathematics Sem4	S046
4	56.3	56	S047 Mathematics Sem4	S047
4	67.4	67	S048 Mathematics Sem4	S048
4	62.3	62	S049 Mathematics Sem4	S049
4	86.3	86	S050 Mathematics Sem4	S050
4	74.6	75	S001 Physics Sem4	S001
4	67.2	67	S002 Physics Sem4	S002
4	59.4	59	S003 Physics Sem4	S003
4	61	61	S004 Physics Sem4	S004
4	75.6	76	S005 Physics Sem4	S005
4	74.2	74	S006 Physics Sem4	S006
4	66	66	S007 Physics Sem4	S007
4	56.7	57	S008 Physics Sem4	S008
4	54.7	55	S009 Physics Sem4	S009
4	50.6	51	S010 Physics Sem4	S010
4	50.8	51	S011 Physics Sem4	S011
4	72.9	73	S012 Physics Sem4	S012
4	67.7	68	S013 Physics Sem4	S013
4	66.6	67	S014 Physics Sem4	S014
4	34.1	34	S015 Physics Sem4	S015
4	59.8	60	S016 Physics Sem4	S016
4	59.7	60	S017 Physics Sem4	S017
4	66	66	S018 Physics Sem4	S018
4	41.3	41	S019 Physics Sem4	S019
4	45.9	46	S020 Physics Sem4	S020
4	76	76	S021 Physics Sem4	S021
4	65.9	66	S022 Physics Sem4	S022
4	66.7	67	S023 Physics Sem4	S023
4	61.6	62	S024 Physics Sem4	S024
4	68.7	69	S025 Physics Sem4	S025
4	48.5	48	S026 Physics Sem4	S026
4	58.6	59	S027 Physics Sem4	S027
4	80.6	81	S028 Physics Sem4	S028
4	53	53	S029 Physics Sem4	S029
4	62.5	62	S030 Physics Sem4	S030
4	46.9	47	S031 Physics Sem4	S031
4	56.8	57	S032 Physics Sem4	S032
4	61.7	62	S033 Physics Sem4	S033
4	71.6	72	S034 Physics Sem4	S034
4	54.6	55	S035 Physics Sem4	S035
4	66.1	66	S036 Physics Sem4	S036
4	75.9	76	S037 Physics Sem4	S037
4	53.6	54	S038 Physics Sem4	S038
4	64.7	65	S039 Physics Sem4	S039
4	69	69	S040 Physics Sem4	S040
4	46.8	47	S041 Physics Sem4	S041
4	70.2	70	S042 Physics Sem4	S042
4	70.4	70	S043 Physics Sem4	S043
4	83	83	S044 Physics Sem4	S044
4	54	54	S045 Physics Sem4	S045
4	71.7	72	S046 Physics Sem4	S046
4	71.1	71	S047 Physics Sem4	S047
4	65.3	65	S048 Physics Sem4	S048
4	63.3	63	S049 Physics Sem4	S049
4	82.4	82	S050 Physics Sem4	S050
4	78.8	79	S001 Chemistry Sem4	S001
4	72	72	S002 Chemistry Sem4	S002
4	64.6	65	S003 Chemistry Sem4	S003
4	62.5	62	S004 Chemistry Sem4	S004
4	88.9	89	S005 Chemistry Sem4	S005
4	77.3	77	S006 Chemistry Sem4	S006
4	74.1	74	S007 Chemistry Sem4	S007
4	61.4	61	S008 Chemistry Sem4	S008
4	57.5	58	S009 Chemistry Sem4	S009
4	59.8	60	S010 Chemistry Sem4	S010
4	50.4	50	S011 Chemistry Sem4	S011
4	70.3	70	S012 Chemistry Sem4	S012
4	69.5	70	S013 Chemistry Sem4	S013
4	60	60	S014 Chemistry Sem4	S014
4	32.3	32	S015 Chemistry Sem4	S015
4	67.4	67	S016 Chemistry Sem4	S016
4	54.7	55	S017 Chemistry Sem4	S017
4	71.2	71	S018 Chemistry Sem4	S018
4	48.7	49	S019 Chemistry Sem4	S019
4	52.9	53	S020 Chemistry Sem4	S020
4	68.2	68	S021 Chemistry Sem4	S021
4	66.7	67	S022 Chemistry Sem4	S022
4	82.2	82	S023 Chemistry Sem4	S023
4	66.1	66	S024 Chemistry Sem4	S024
4	76.8	77	S025 Chemistry Sem4	S025
4	54.2	54	S026 Chemistry Sem4	S026
4	63.9	64	S027 Chemistry Sem4	S027
4	72.9	73	S028 Chemistry Sem4	S028
4	49.1	49	S029 Chemistry Sem4	S029
4	60.8	61	S030 Chemistry Sem4	S030
4	59.3	59	S031 Chemistry Sem4	S031
4	63.6	64	S032 Chemistry Sem4	S032
4	65	65	S033 Chemistry Sem4	S033
4	78.9	79	S034 Chemistry Sem4	S034
4	61	61	S035 Chemistry Sem4	S035
4	77.8	78	S036 Chemistry Sem4	S036
4	66.9	67	S037 Chemistry Sem4	S037
4	60.1	60	S038 Chemistry Sem4	S038
4	65.6	66	S039 Chemistry Sem4	S039
4	72.2	72	S040 Chemistry Sem4	S040
4	48.9	49	S041 Chemistry Sem4	S041
4	71.3	71	S042 Chemistry Sem4	S042
4	68.4	68	S043 Chemistry Sem4	S043
4	86.1	86	S044 Chemistry Sem4	S044
4	49.5	50	S045 Chemistry Sem4	S045
4	65	65	S046 Chemistry Sem4	S046
4	66.7	67	S047 Chemistry Sem4	S047
4	66.4	66	S048 Chemistry Sem4	S048
4	73.5	74	S049 Chemistry Sem4	S049
4	76.1	76	S050 Chemistry Sem4	S050
4	80.4	80	S001 Biology Sem4	S001
4	74.1	74	S002 Biology Sem4	S002
4	63.1	63	S003 Biology Sem4	S003
4	61.8	62	S004 Biology Sem4	S004
4	76.9	77	S005 Biology Sem4	S005
4	86.5	86	S006 Biology Sem4	S006
4	85.9	86	S007 Biology Sem4	S007
4	64.8	65	S008 Biology Sem4	S008
4	55.6	56	S009 Biology Sem4	S009
4	54	54	S010 Biology Sem4	S010
4	51.9	52	S011 Biology Sem4	S011
4	72.6	73	S012 Biology Sem4	S012
4	73	73	S013 Biology Sem4	S013
4	75.9	76	S014 Biology Sem4	S014
4	33.3	33	S015 Biology Sem4	S015
4	60.8	61	S016 Biology Sem4	S016
4	56.4	56	S017 Biology Sem4	S017
4	80.2	80	S018 Biology Sem4	S018
4	49.8	50	S019 Biology Sem4	S019
4	47.5	48	S020 Biology Sem4	S020
4	80.5	80	S021 Biology Sem4	S021
4	70.6	71	S022 Biology Sem4	S022
4	78.2	78	S023 Biology Sem4	S023
4	65	65	S024 Biology Sem4	S024
4	79.7	80	S025 Biology Sem4	S025
4	55.7	56	S026 Biology Sem4	S026
4	71.5	72	S027 Biology Sem4	S027
4	70.2	70	S028 Biology Sem4	S028
4	54.7	55	S029 Biology Sem4	S029
4	64.7	65	S030 Biology Sem4	S030
4	55.1	55	S031 Biology Sem4	S031
4	63.6	64	S032 Biology Sem4	S032
4	64.1	64	S033 Biology Sem4	S033
4	85.4	85	S034 Biology Sem4	S034
4	59	59	S035 Biology Sem4	S035
4	78.3	78	S036 Biology Sem4	S036
4	70.7	71	S037 Biology Sem4	S037
4	59.8	60	S038 Biology Sem4	S038
4	65.2	65	S039 Biology Sem4	S039
4	71.5	72	S040 Biology Sem4	S040
4	56.8	57	S041 Biology Sem4	S041
4	62	62	S042 Biology Sem4	S042
4	74.6	75	S043 Biology Sem4	S043
4	97.5	98	S044 Biology Sem4	S044
4	48.1	48	S045 Biology Sem4	S045
4	62.8	63	S046 Biology Sem4	S046
4	78	78	S047 Biology Sem4	S047
4	76.4	76	S048 Biology Sem4	S048
4	67.1	67	S049 Biology Sem4	S049
4	88.5	88	S050 Biology Sem4	S050
4	77.8	78	S001 English Sem4	S001
4	78.5	78	S002 English Sem4	S002
4	66.7	67	S003 English Sem4	S003
4	75.2	75	S004 English Sem4	S004
4	80.6	81	S005 English Sem4	S005
4	80.2	80	S006 English Sem4	S006
4	76.1	76	S007 English Sem4	S007
4	69.2	69	S008 English Sem4	S008
4	56.6	57	S009 English Sem4	S009
4	56.3	56	S010 English Sem4	S010
4	55.2	55	S011 English Sem4	S011
4	78	78	S012 English Sem4	S012
4	78.3	78	S013 English Sem4	S013
4	73.4	73	S014 English Sem4	S014
4	31	31	S015 English Sem4	S015
4	68.3	68	S016 English Sem4	S016
4	48.1	48	S017 English Sem4	S017
4	73.8	74	S018 English Sem4	S018
4	56.1	56	S019 English Sem4	S019
4	55.9	56	S020 English Sem4	S020
4	88.5	88	S021 English Sem4	S021
4	75.4	75	S022 English Sem4	S022
4	77.8	78	S023 English Sem4	S023
4	73.7	74	S024 English Sem4	S024
4	78.6	79	S025 English Sem4	S025
4	57.3	57	S026 English Sem4	S026
4	68.4	68	S027 English Sem4	S027
4	82	82	S028 English Sem4	S028
4	53.6	54	S029 English Sem4	S029
4	65.1	65	S030 English Sem4	S030
4	58.3	58	S031 English Sem4	S031
4	79	79	S032 English Sem4	S032
4	64.1	64	S033 English Sem4	S033
4	79.7	80	S034 English Sem4	S034
4	67.7	68	S035 English Sem4	S035
4	80.1	80	S036 English Sem4	S036
4	67.7	68	S037 English Sem4	S037
4	72.5	72	S038 English Sem4	S038
4	64.7	65	S039 English Sem4	S039
4	74.3	74	S040 English Sem4	S040
4	66.3	66	S041 English Sem4	S041
4	68.3	68	S042 English Sem4	S042
4	80.8	81	S043 English Sem4	S043
4	93.1	93	S044 English Sem4	S044
4	64.7	65	S045 English Sem4	S045
4	71.1	71	S046 English Sem4	S046
4	72.6	73	S047 English Sem4	S047
4	70.9	71	S048 English Sem4	S048
4	71.4	71	S049 English Sem4	S049
4	89.1	89	S050 English Sem4	S050
4	75.2	75	S001 History Sem4	S001
4	79.6	80	S002 History Sem4	S002
4	61.8	62	S003 History Sem4	S003
4	74.1	74	S004 History Sem4	S004
4	77.8	78	S005 History Sem4	S005
4	81.7	82	S006 History Sem4	S006
4	71.3	71	S007 History Sem4	S007
4	70.2	70	S008 History Sem4	S008
4	62	62	S009 History Sem4	S009
4	62.3	62	S010 History Sem4	S010
4	56.8	57	S011 History Sem4	S011
4	79.1	79	S012 History Sem4	S012
4	76.7	77	S013 History Sem4	S013
4	73.5	74	S014 History Sem4	S014
4	51	51	S015 History Sem4	S015
4	71.8	72	S016 History Sem4	S016
4	65.9	66	S017 History Sem4	S017
4	73.6	74	S018 History Sem4	S018
4	47.9	48	S019 History Sem4	S019
4	45.4	45	S020 History Sem4	S020
4	93.1	93	S021 History Sem4	S021
4	75.6	76	S022 History Sem4	S022
4	76.5	76	S023 History Sem4	S023
4	66.8	67	S024 History Sem4	S024
4	73.9	74	S025 History Sem4	S025
4	64.3	64	S026 History Sem4	S026
4	70.9	71	S027 History Sem4	S027
4	79.3	79	S028 History Sem4	S028
4	49.7	50	S029 History Sem4	S029
4	71.4	71	S030 History Sem4	S030
4	59.8	60	S031 History Sem4	S031
4	68.3	68	S032 History Sem4	S032
4	65.4	65	S033 History Sem4	S033
4	84	84	S034 History Sem4	S034
4	66.3	66	S035 History Sem4	S035
4	70.4	70	S036 History Sem4	S036
4	72.4	72	S037 History Sem4	S037
4	62.5	62	S038 History Sem4	S038
4	61.2	61	S039 History Sem4	S039
4	67.5	68	S040 History Sem4	S040
4	70.8	71	S041 History Sem4	S041
4	72.9	73	S042 History Sem4	S042
4	80.2	80	S043 History Sem4	S043
4	94.2	94	S044 History Sem4	S044
4	55.3	55	S045 History Sem4	S045
4	71.8	72	S046 History Sem4	S046
4	68.3	68	S047 History Sem4	S047
4	69.1	69	S048 History Sem4	S048
4	77.6	78	S049 History Sem4	S049
4	91.9	92	S050 History Sem4	S050
5	77.1	77	S001 Mathematics Sem5	S001
5	75	75	S002 Mathematics Sem5	S002
5	52.8	53	S003 Mathematics Sem5	S003
5	62.4	62	S004 Mathematics Sem5	S004
5	71.7	72	S005 Mathematics Sem5	S005
5	77.4	77	S006 Mathematics Sem5	S006
5	76.4	76	S007 Mathematics Sem5	S007
5	62.6	63	S008 Mathematics Sem5	S008
5	53.7	54	S009 Mathematics Sem5	S009
5	52.3	52	S010 Mathematics Sem5	S010
5	42.5	42	S011 Mathematics Sem5	S011
5	66.2	66	S012 Mathematics Sem5	S012
5	66	66	S013 Mathematics Sem5	S013
5	59.6	60	S014 Mathematics Sem5	S014
5	32.1	32	S015 Mathematics Sem5	S015
5	69.4	69	S016 Mathematics Sem5	S016
5	53.5	54	S017 Mathematics Sem5	S017
5	66.5	66	S018 Mathematics Sem5	S018
5	47.2	47	S019 Mathematics Sem5	S019
5	49.7	50	S020 Mathematics Sem5	S020
5	76	76	S021 Mathematics Sem5	S021
5	71.4	71	S022 Mathematics Sem5	S022
5	87.6	88	S023 Mathematics Sem5	S023
5	67.9	68	S024 Mathematics Sem5	S024
5	69.3	69	S025 Mathematics Sem5	S025
5	56.6	57	S026 Mathematics Sem5	S026
5	62.4	62	S027 Mathematics Sem5	S027
5	74.3	74	S028 Mathematics Sem5	S028
5	40.9	41	S029 Mathematics Sem5	S029
5	58.4	58	S030 Mathematics Sem5	S030
5	49	49	S031 Mathematics Sem5	S031
5	55.4	55	S032 Mathematics Sem5	S032
5	65.8	66	S033 Mathematics Sem5	S033
5	73.5	74	S034 Mathematics Sem5	S034
5	71.2	71	S035 Mathematics Sem5	S035
5	75.6	76	S036 Mathematics Sem5	S036
5	78.4	78	S037 Mathematics Sem5	S037
5	50.1	50	S038 Mathematics Sem5	S038
5	57.3	57	S039 Mathematics Sem5	S039
5	72.5	72	S040 Mathematics Sem5	S040
5	56.4	56	S041 Mathematics Sem5	S041
5	52.6	53	S042 Mathematics Sem5	S042
5	73.2	73	S043 Mathematics Sem5	S043
5	79.6	80	S044 Mathematics Sem5	S044
5	55	55	S045 Mathematics Sem5	S045
5	76.6	77	S046 Mathematics Sem5	S046
5	71.1	71	S047 Mathematics Sem5	S047
5	65.6	66	S048 Mathematics Sem5	S048
5	73.8	74	S049 Mathematics Sem5	S049
5	81.2	81	S050 Mathematics Sem5	S050
5	81.4	81	S001 Physics Sem5	S001
5	76.7	77	S002 Physics Sem5	S002
5	64.1	64	S003 Physics Sem5	S003
5	76.1	76	S004 Physics Sem5	S004
5	80.7	81	S005 Physics Sem5	S005
5	83.6	84	S006 Physics Sem5	S006
5	77.1	77	S007 Physics Sem5	S007
5	75.5	76	S008 Physics Sem5	S008
5	60.9	61	S009 Physics Sem5	S009
5	57.5	58	S010 Physics Sem5	S010
5	52.5	52	S011 Physics Sem5	S011
5	71.1	71	S012 Physics Sem5	S012
5	82.2	82	S013 Physics Sem5	S013
5	70.5	70	S014 Physics Sem5	S014
5	33.9	34	S015 Physics Sem5	S015
5	66.3	66	S016 Physics Sem5	S016
5	53.7	54	S017 Physics Sem5	S017
5	75.3	75	S018 Physics Sem5	S018
5	50.7	51	S019 Physics Sem5	S019
5	40.4	40	S020 Physics Sem5	S020
5	80.1	80	S021 Physics Sem5	S021
5	73.9	74	S022 Physics Sem5	S022
5	73.1	73	S023 Physics Sem5	S023
5	64.6	65	S024 Physics Sem5	S024
5	64.3	64	S025 Physics Sem5	S025
5	47.8	48	S026 Physics Sem5	S026
5	70.4	70	S027 Physics Sem5	S027
